,carat,cut,color,clarity,depth,table,price,x,y,z
34695,0.3,Ideal,F,IF,60.8,57.0,873,4.34,4.38,2.65
34696,0.3,Ideal,F,IF,60.9,57.0,873,4.35,4.38,2.66
34697,0.3,Ideal,F,IF,61.3,58.0,873,4.29,4.33,2.64
34702,0.31,Ideal,F,IF,62.2,56.0,874,4.31,4.34,2.69
34703,0.31,Ideal,F,IF,62.3,57.0,874,4.3,4.34,2.69
34704,0.31,Premium,F,IF,60.8,59.0,874,4.36,4.39,2.66
34705,0.31,Premium,F,IF,61.6,58.0,874,4.33,4.37,2.68
34800,0.36,Ideal,H,IF,62.2,54.1,877,4.57,4.6,2.86
34807,0.31,Very Good,G,IF,60.8,56.0,878,4.41,4.44,2.69
34882,0.34,Premium,G,IF,60.5,58.0,879,4.47,4.52,2.72
35042,0.32,Ideal,G,IF,62.3,54.0,883,4.39,4.4,2.74
35074,0.3,Very Good,F,IF,62.4,56.0,886,4.28,4.31,2.68
35075,0.3,Very Good,F,IF,62.0,58.0,886,4.28,4.3,2.66
35076,0.3,Very Good,F,IF,62.0,55.0,886,4.33,4.35,2.69
35077,0.3,Very Good,F,IF,62.6,55.0,886,4.3,4.32,2.7
35078,0.3,Very Good,F,IF,62.1,57.0,886,4.26,4.3,2.66
35079,0.3,Very Good,F,IF,62.5,56.0,886,4.27,4.3,2.68
35083,0.3,Ideal,F,IF,61.8,54.0,886,4.34,4.36,2.69
35084,0.3,Ideal,F,IF,62.0,58.0,886,4.25,4.3,2.65
35085,0.3,Ideal,F,IF,61.1,58.0,886,4.32,4.36,2.65
35086,0.3,Ideal,F,IF,61.8,58.0,886,4.27,4.3,2.65
35087,0.3,Ideal,F,IF,61.8,56.0,886,4.29,4.32,2.66
35088,0.3,Ideal,F,IF,62.4,56.0,886,4.26,4.3,2.67
35089,0.3,Ideal,F,IF,62.3,57.0,886,4.25,4.29,2.66
35090,0.3,Ideal,F,IF,62.1,57.0,886,4.29,4.31,2.67
35091,0.3,Ideal,F,IF,61.7,57.0,886,4.28,4.31,2.65
35092,0.3,Ideal,F,IF,61.4,57.0,886,4.34,4.36,2.67
35093,0.3,Ideal,F,IF,62.3,55.0,886,4.3,4.34,2.69
35094,0.3,Ideal,F,IF,62.3,57.0,886,4.29,4.31,2.68
35095,0.3,Ideal,F,IF,61.7,58.0,886,4.3,4.32,2.66
35096,0.3,Ideal,F,IF,62.1,54.0,886,4.32,4.35,2.69
35097,0.3,Ideal,F,IF,61.8,54.0,886,4.34,4.37,2.69
35098,0.3,Ideal,F,IF,62.2,56.0,886,4.31,4.34,2.69
35099,0.3,Ideal,F,IF,62.4,54.0,886,4.33,4.36,2.71
35100,0.3,Ideal,F,IF,61.4,56.0,886,4.32,4.34,2.66
35101,0.3,Ideal,F,IF,60.9,56.0,886,4.33,4.37,2.65
35102,0.3,Ideal,F,IF,61.6,58.0,886,4.28,4.32,2.65
35103,0.3,Ideal,F,IF,61.8,55.0,886,4.32,4.35,2.68
35104,0.3,Ideal,F,IF,62.2,57.0,886,4.3,4.32,2.68
35105,0.3,Ideal,F,IF,61.9,57.0,886,4.29,4.33,2.67
35106,0.3,Ideal,F,IF,62.5,54.0,886,4.31,4.33,2.7
35107,0.3,Ideal,F,IF,62.6,57.0,886,4.25,4.28,2.67
35108,0.3,Ideal,F,IF,62.1,57.0,886,4.27,4.3,2.66
35109,0.3,Ideal,F,IF,61.3,56.0,886,4.33,4.35,2.66
35110,0.3,Ideal,F,IF,62.1,55.0,886,4.32,4.35,2.69
35111,0.3,Ideal,F,IF,62.1,55.0,886,4.31,4.35,2.69
35112,0.3,Ideal,F,IF,62.0,56.0,886,4.31,4.33,2.68
35113,0.3,Ideal,F,IF,62.3,53.0,886,4.34,4.36,2.71
35114,0.3,Ideal,F,IF,62.4,58.0,886,4.25,4.28,2.66
35115,0.3,Ideal,F,IF,61.8,56.0,886,4.31,4.33,2.67
35116,0.3,Ideal,F,IF,62.3,55.0,886,4.29,4.31,2.68
35117,0.3,Ideal,F,IF,62.2,53.0,886,4.34,4.38,2.71
35118,0.38,Good,I,IF,56.6,59.0,886,4.82,4.87,2.74
35125,0.35,Ideal,H,IF,62.1,54.0,887,4.55,4.59,2.84
35131,0.31,Ideal,F,IF,60.8,56.0,888,4.43,4.45,2.7
35146,0.43,Ideal,J,IF,62.4,56.0,890,4.84,4.87,3.03
35156,0.31,Very Good,G,IF,61.6,54.0,891,4.4,4.43,2.72
35158,0.32,Premium,G,IF,59.4,60.0,891,4.45,4.47,2.65
35159,0.32,Premium,G,IF,61.0,59.0,891,4.38,4.41,2.68
35166,0.31,Ideal,G,IF,61.4,55.0,891,4.35,4.38,2.68
35167,0.31,Ideal,G,IF,61.4,55.0,891,4.36,4.4,2.69
35168,0.31,Ideal,G,IF,62.2,55.0,891,4.35,4.4,2.72
35169,0.31,Ideal,G,IF,61.9,55.0,891,4.35,4.38,2.7
35170,0.31,Ideal,G,IF,61.6,56.0,891,4.38,4.42,2.71
35171,0.31,Ideal,G,IF,61.0,56.0,891,4.38,4.41,2.68
35172,0.31,Ideal,G,IF,61.3,54.0,891,4.38,4.4,2.69
35173,0.31,Ideal,G,IF,61.4,56.0,891,4.38,4.41,2.7
35174,0.31,Ideal,G,IF,62.6,53.0,891,4.36,4.39,2.74
35175,0.31,Ideal,G,IF,61.8,56.0,891,4.33,4.37,2.69
35176,0.31,Ideal,G,IF,61.9,54.0,891,4.35,4.37,2.7
35177,0.31,Ideal,G,IF,61.8,55.0,891,4.35,4.39,2.7
35178,0.31,Ideal,G,IF,61.8,54.0,891,4.36,4.38,2.7
35179,0.31,Ideal,G,IF,61.9,54.0,891,4.35,4.38,2.7
35180,0.31,Ideal,G,IF,61.0,57.0,891,4.4,4.42,2.69
35181,0.31,Ideal,G,IF,61.7,56.0,891,4.34,4.38,2.69
35182,0.31,Ideal,G,IF,62.0,54.0,891,4.36,4.38,2.71
35183,0.31,Ideal,G,IF,61.7,55.0,891,4.36,4.39,2.7
35184,0.31,Ideal,G,IF,61.6,55.0,891,4.37,4.39,2.7
35185,0.31,Ideal,G,IF,61.3,56.0,891,4.38,4.4,2.69
35186,0.31,Ideal,G,IF,62.1,54.0,891,4.36,4.37,2.71
35187,0.31,Ideal,G,IF,61.3,57.0,891,4.39,4.42,2.7
35188,0.31,Ideal,G,IF,62.1,54.0,891,4.38,4.41,2.73
35189,0.31,Ideal,G,IF,60.2,59.0,891,4.37,4.4,2.64
35190,0.31,Ideal,G,IF,61.9,53.0,891,4.36,4.39,2.71
35191,0.31,Ideal,G,IF,61.7,54.0,891,4.38,4.4,2.71
35192,0.31,Ideal,G,IF,62.1,54.0,891,4.35,4.38,2.71
35193,0.31,Ideal,G,IF,61.0,57.0,891,4.36,4.39,2.67
35194,0.31,Ideal,G,IF,61.6,55.0,891,4.35,4.38,2.69
35195,0.31,Ideal,G,IF,61.2,56.0,891,4.36,4.4,2.68
35196,0.31,Ideal,G,IF,61.2,55.0,891,4.4,4.42,2.7
35197,0.31,Ideal,G,IF,62.1,54.0,891,4.37,4.39,2.72
35201,0.33,Ideal,I,IF,61.8,55.0,891,4.47,4.46,2.76
35202,0.33,Ideal,I,IF,62.1,55.0,891,4.44,4.41,2.75
35206,0.33,Premium,I,IF,62.0,58.0,891,4.46,4.44,2.76
35207,0.33,Ideal,I,IF,61.6,55.0,891,4.47,4.46,2.75
35208,0.33,Premium,I,IF,59.0,61.0,891,4.56,4.49,2.67
35209,0.33,Premium,I,IF,62.1,58.0,891,4.43,4.39,2.74
35210,0.33,Ideal,I,IF,62.2,56.0,891,4.45,4.42,2.76
35211,0.33,Ideal,I,IF,61.4,56.0,891,4.45,4.41,2.72
35212,0.35,Very Good,G,IF,62.1,54.0,892,4.53,4.57,2.82
35216,0.3,Ideal,F,IF,60.8,56.0,892,4.35,4.36,2.65
35217,0.3,Ideal,F,IF,60.9,56.0,892,4.32,4.35,2.64
35228,0.27,Ideal,D,IF,62.4,56.0,893,4.15,4.12,2.58
35248,0.3,Very Good,G,IF,62.9,58.0,895,4.21,4.25,2.66
35251,0.3,Very Good,G,IF,62.8,57.0,895,4.27,4.3,2.69
35252,0.3,Very Good,G,IF,63.0,53.0,895,4.24,4.3,2.69
35254,0.3,Good,G,IF,63.5,55.0,895,4.26,4.28,2.71
35255,0.3,Very Good,G,IF,61.0,62.0,895,4.32,4.34,2.64
35258,0.3,Ideal,G,IF,62.1,55.0,895,4.31,4.35,2.69
35260,0.3,Premium,G,IF,60.0,59.0,895,4.32,4.34,2.6
35261,0.3,Ideal,G,IF,62.6,57.0,895,4.28,4.32,2.69
35262,0.3,Good,G,IF,63.8,55.0,895,4.24,4.28,2.72
35265,0.3,Ideal,G,IF,61.7,55.0,895,4.31,4.34,2.67
35266,0.3,Ideal,G,IF,60.9,57.0,895,4.29,4.32,2.62
35267,0.3,Premium,G,IF,61.6,60.0,895,4.29,4.32,2.65
35268,0.3,Very Good,G,IF,62.8,57.0,895,4.28,4.32,2.7
35271,0.3,Ideal,G,IF,61.4,57.0,895,4.33,4.37,2.67
35272,0.3,Ideal,G,IF,62.0,56.0,895,4.3,4.31,2.67
35273,0.3,Premium,G,IF,60.2,58.0,895,4.35,4.39,2.63
35279,0.39,Ideal,I,IF,62.3,54.0,895,4.69,4.71,2.93
35319,0.33,Very Good,F,IF,58.7,55.0,897,4.56,4.6,2.69
35325,0.35,Very Good,G,IF,62.6,59.0,898,4.43,4.49,2.79
35326,0.33,Very Good,G,IF,62.6,55.0,898,4.41,4.44,2.77
35336,0.32,Ideal,G,IF,61.7,57.0,898,4.39,4.42,2.72
35337,0.32,Ideal,G,IF,61.4,55.0,898,4.42,4.44,2.72
35338,0.32,Ideal,G,IF,61.8,55.0,898,4.38,4.42,2.72
35461,0.31,Ideal,F,IF,60.1,59.0,901,4.38,4.41,2.64
35462,0.31,Ideal,F,IF,61.1,55.0,901,4.41,4.43,2.7
35463,0.31,Ideal,F,IF,61.2,56.0,901,4.38,4.41,2.69
35464,0.31,Ideal,F,IF,61.6,56.0,901,4.35,4.38,2.69
35465,0.31,Ideal,F,IF,61.7,56.0,901,4.34,4.38,2.69
35466,0.31,Ideal,F,IF,61.9,54.0,901,4.38,4.41,2.72
35467,0.31,Ideal,F,IF,62.0,55.0,901,4.37,4.41,2.72
35468,0.31,Ideal,F,IF,61.7,56.0,901,4.38,4.41,2.71
35469,0.31,Ideal,F,IF,60.7,56.0,901,4.42,4.45,2.69
35530,0.32,Ideal,G,IF,61.5,55.0,905,4.4,4.42,2.71
35531,0.32,Ideal,G,IF,61.3,56.0,905,4.4,4.44,2.71
35685,0.35,Ideal,G,IF,61.3,56.0,910,4.51,4.53,2.77
35787,0.36,Ideal,H,IF,61.6,56.0,912,4.56,4.59,2.82
35788,0.31,Good,E,IF,57.7,55.0,912,4.51,4.6,2.63
35796,0.34,Ideal,H,IF,61.9,55.0,913,4.5,4.55,2.8
35799,0.31,Very Good,F,IF,61.2,55.0,914,4.37,4.39,2.68
35800,0.31,Very Good,F,IF,61.4,55.0,914,4.39,4.41,2.7
35801,0.31,Very Good,F,IF,61.9,54.0,914,4.36,4.39,2.71
35802,0.31,Premium,F,IF,61.9,58.0,914,4.36,4.39,2.71
35805,0.31,Ideal,F,IF,61.2,56.0,914,4.37,4.39,2.68
35806,0.31,Ideal,F,IF,61.3,57.0,914,4.34,4.37,2.67
35807,0.31,Ideal,F,IF,61.9,54.0,914,4.35,4.38,2.7
35808,0.31,Ideal,F,IF,62.1,54.0,914,4.33,4.37,2.7
35809,0.31,Ideal,F,IF,61.2,57.0,914,4.35,4.38,2.67
35810,0.31,Ideal,F,IF,61.1,57.0,914,4.37,4.4,2.68
35811,0.31,Ideal,F,IF,62.2,55.0,914,4.35,4.37,2.71
35812,0.31,Ideal,F,IF,62.0,54.0,914,4.38,4.4,2.72
35813,0.31,Ideal,F,IF,62.3,54.0,914,4.33,4.37,2.71
35814,0.31,Ideal,F,IF,61.3,55.0,914,4.38,4.43,2.7
35815,0.31,Ideal,F,IF,62.1,54.0,914,4.38,4.41,2.73
35816,0.31,Ideal,F,IF,62.3,54.0,914,4.37,4.39,2.73
35817,0.31,Ideal,F,IF,62.3,53.0,914,4.35,4.38,2.72
35818,0.31,Ideal,F,IF,62.1,55.0,914,4.32,4.38,2.7
35819,0.31,Ideal,F,IF,61.0,56.0,914,4.39,4.43,2.69
35820,0.31,Ideal,F,IF,62.1,54.0,914,4.36,4.4,2.72
35821,0.31,Ideal,F,IF,62.0,55.0,914,4.36,4.38,2.71
35822,0.31,Ideal,F,IF,60.9,56.0,914,4.37,4.4,2.67
35823,0.31,Ideal,F,IF,62.2,54.0,914,4.37,4.41,2.73
35834,0.32,Ideal,F,IF,61.9,55.0,915,4.38,4.44,2.73
35842,0.34,Very Good,G,IF,59.4,56.0,917,4.59,4.63,2.74
35863,0.4,Ideal,I,IF,62.4,54.0,917,4.73,4.75,2.96
35865,0.34,Good,F,IF,59.0,61.0,917,4.59,4.63,2.72
35869,0.32,Very Good,G,IF,62.1,53.0,918,4.4,4.45,2.75
35877,0.32,Ideal,G,IF,61.6,55.0,918,4.42,4.45,2.73
35878,0.32,Ideal,G,IF,61.9,54.0,918,4.4,4.42,2.73
35879,0.32,Ideal,G,IF,61.0,56.0,918,4.41,4.44,2.7
35880,0.32,Ideal,G,IF,62.1,53.0,918,4.41,4.44,2.75
35881,0.32,Ideal,G,IF,61.3,55.0,918,4.43,4.47,2.73
35882,0.32,Ideal,G,IF,62.3,53.0,918,4.41,4.45,2.76
35883,0.32,Ideal,G,IF,61.0,56.0,918,4.43,4.45,2.71
35884,0.32,Ideal,G,IF,61.0,57.0,918,4.41,4.44,2.7
35885,0.32,Ideal,G,IF,61.7,56.0,918,4.39,4.42,2.72
35886,0.32,Ideal,G,IF,61.2,56.0,918,4.4,4.43,2.7
35887,0.32,Ideal,G,IF,61.6,55.0,918,4.4,4.43,2.72
35888,0.32,Ideal,G,IF,61.1,57.0,918,4.41,4.43,2.7
35889,0.32,Ideal,G,IF,61.4,55.0,918,4.42,4.44,2.72
35890,0.32,Ideal,G,IF,61.7,54.0,918,4.39,4.42,2.72
35891,0.32,Ideal,G,IF,61.3,56.0,918,4.4,4.44,2.71
35892,0.32,Ideal,G,IF,61.0,57.0,918,4.44,4.48,2.72
35893,0.32,Ideal,G,IF,61.8,55.0,918,4.42,4.45,2.74
35894,0.32,Ideal,G,IF,60.9,57.0,918,4.41,4.46,2.7
35895,0.32,Ideal,G,IF,61.7,54.0,918,4.42,4.46,2.74
35896,0.32,Ideal,G,IF,62.2,54.0,918,4.42,4.45,2.76
35897,0.32,Ideal,G,IF,61.2,55.0,918,4.41,4.44,2.71
35898,0.32,Ideal,G,IF,62.1,55.0,918,4.4,4.46,2.75
35899,0.32,Ideal,G,IF,61.3,54.0,918,4.41,4.47,2.72
35900,0.32,Ideal,G,IF,61.9,55.0,918,4.38,4.44,2.73
35901,0.32,Ideal,G,IF,62.0,54.0,918,4.42,4.45,2.75
35902,0.32,Ideal,G,IF,61.9,53.0,918,4.42,4.47,2.75
35903,0.32,Ideal,G,IF,62.2,53.0,918,4.41,4.43,2.75
35904,0.32,Ideal,G,IF,61.5,55.0,918,4.43,4.45,2.73
35905,0.32,Ideal,G,IF,61.8,55.0,918,4.41,4.43,2.73
35973,0.32,Very Good,F,IF,61.7,55.0,921,4.4,4.41,2.72
35979,0.35,Ideal,H,IF,61.7,56.0,921,4.53,4.55,2.8
35984,0.35,Ideal,H,IF,61.9,55.0,921,4.51,4.54,2.8
35995,0.35,Ideal,H,IF,60.5,56.0,921,4.56,4.59,2.77
36005,0.31,Ideal,F,IF,62.2,55.0,921,4.35,4.38,2.71
36006,0.31,Ideal,F,IF,62.3,54.0,921,4.33,4.34,2.7
36007,0.31,Ideal,F,IF,61.2,56.0,921,4.37,4.42,2.69
36008,0.31,Ideal,F,IF,61.1,54.0,921,4.39,4.42,2.69
36045,0.34,Very Good,G,IF,61.0,56.0,924,4.5,4.54,2.76
36046,0.31,Ideal,G,IF,62.7,57.0,924,4.31,4.34,2.71
36049,0.31,Very Good,G,IF,61.6,55.0,924,4.38,4.42,2.71
36050,0.31,Ideal,G,IF,61.7,56.0,924,4.34,4.38,2.69
36052,0.31,Premium,G,IF,61.4,59.0,924,4.34,4.39,2.68
36054,0.31,Good,G,IF,63.9,58.0,924,4.27,4.3,2.74
36055,0.31,Ideal,G,IF,61.9,56.0,924,4.36,4.39,2.71
36056,0.31,Premium,G,IF,61.0,59.0,924,4.33,4.36,2.65
36057,0.31,Very Good,G,IF,61.7,54.0,924,4.33,4.36,2.68
36058,0.31,Ideal,G,IF,61.0,56.0,924,4.37,4.39,2.67
36059,0.31,Ideal,G,IF,62.6,57.0,924,4.3,4.32,2.7
36060,0.31,Ideal,G,IF,61.0,56.0,924,4.37,4.38,2.67
36062,0.31,Ideal,G,IF,61.6,55.0,924,4.34,4.39,2.69
36081,0.33,Ideal,G,IF,61.0,56.0,925,4.48,4.51,2.74
36082,0.33,Ideal,G,IF,61.0,57.0,925,4.45,4.48,2.72
36083,0.33,Ideal,G,IF,61.9,56.0,925,4.43,4.47,2.75
36103,0.37,Ideal,G,IF,60.5,56.0,926,4.66,4.7,2.83
36167,0.32,Ideal,F,IF,61.3,57.0,929,4.4,4.44,2.71
36168,0.32,Ideal,F,IF,60.9,57.0,929,4.4,4.44,2.69
36169,0.32,Ideal,F,IF,61.7,55.0,929,4.4,4.42,2.72
36170,0.32,Ideal,F,IF,60.3,58.0,929,4.45,4.5,2.7
36171,0.32,Ideal,F,IF,61.9,54.0,929,4.43,4.46,2.75
36172,0.32,Ideal,F,IF,61.6,56.0,929,4.43,4.47,2.74
36176,0.3,Very Good,E,IF,62.8,54.0,930,4.3,4.33,2.71
36180,0.41,Ideal,I,IF,61.8,55.0,930,4.77,4.81,2.96
36200,0.35,Ideal,H,IF,60.8,56.0,931,4.61,4.63,2.81
36263,0.37,Ideal,H,IF,61.4,55.0,936,4.63,4.66,2.85
36264,0.37,Ideal,H,IF,61.8,55.0,936,4.65,4.67,2.88
36265,0.37,Ideal,H,IF,61.7,53.0,936,4.66,4.68,2.88
36346,0.42,Very Good,I,IF,60.1,58.0,938,4.83,4.88,2.92
36347,0.31,Very Good,E,IF,63.0,55.0,938,4.33,4.37,2.74
36368,0.34,Premium,G,IF,60.5,58.0,939,4.52,4.47,2.72
36373,0.32,Ideal,G,IF,61.9,56.0,940,4.39,4.46,2.74
36378,0.34,Ideal,F,IF,62.2,55.0,941,4.47,4.5,2.79
36482,0.32,Ideal,F,IF,60.9,57.0,943,4.42,4.45,2.7
36483,0.32,Ideal,F,IF,61.3,57.0,943,4.42,4.46,2.72
36484,0.32,Ideal,F,IF,60.9,57.0,943,4.41,4.43,2.69
36485,0.32,Ideal,F,IF,62.5,54.0,943,4.38,4.42,2.75
36486,0.32,Ideal,F,IF,61.8,54.0,943,4.44,4.46,2.75
36487,0.32,Ideal,F,IF,62.2,54.0,943,4.4,4.44,2.75
36488,0.3,Ideal,E,IF,62.0,54.0,943,4.31,4.34,2.68
36489,0.3,Ideal,E,IF,62.6,53.0,943,4.29,4.33,2.7
36490,0.3,Ideal,E,IF,61.7,55.0,943,4.31,4.34,2.67
36494,0.31,Very Good,E,IF,60.6,60.0,944,4.4,4.44,2.68
36498,0.32,Ideal,E,IF,62.0,55.0,944,4.37,4.41,2.72
36513,0.4,Good,I,IF,62.3,62.0,945,4.69,4.72,2.93
36563,0.35,Ideal,I,IF,62.5,55.0,945,4.54,4.52,2.83
36581,0.33,Ideal,G,IF,61.5,55.0,946,4.48,4.5,2.76
36582,0.33,Ideal,G,IF,61.2,56.0,946,4.47,4.51,2.75
36583,0.33,Ideal,G,IF,61.7,56.0,946,4.47,4.51,2.77
36584,0.33,Ideal,G,IF,61.8,54.0,946,4.47,4.49,2.77
36585,0.33,Ideal,G,IF,61.9,55.0,946,4.44,4.45,2.75
36586,0.33,Ideal,G,IF,60.9,57.0,946,4.45,4.48,2.72
36587,0.33,Ideal,G,IF,61.3,55.0,946,4.49,4.51,2.76
36588,0.33,Ideal,G,IF,61.0,56.0,946,4.48,4.5,2.74
36589,0.33,Ideal,G,IF,61.7,55.0,946,4.47,4.48,2.76
36590,0.33,Ideal,G,IF,61.0,55.0,946,4.49,4.52,2.75
36593,0.3,Premium,F,IF,60.7,58.0,947,4.33,4.37,2.64
36594,0.3,Ideal,F,IF,61.1,57.0,947,4.35,4.39,2.67
36595,0.3,Ideal,F,IF,62.0,56.0,947,4.3,4.34,2.68
36596,0.3,Premium,F,IF,61.6,58.0,947,4.32,4.35,2.67
36597,0.36,Ideal,H,IF,61.9,57.0,947,4.55,4.6,2.83
36654,0.3,Very Good,E,IF,60.9,59.0,949,4.29,4.32,2.62
36668,0.32,Ideal,F,IF,60.9,56.0,949,4.42,4.44,2.7
36669,0.32,Ideal,F,IF,61.2,57.0,949,4.4,4.42,2.7
36671,0.31,Premium,H,IF,60.8,59.0,949,4.39,4.36,2.66
36697,0.34,Ideal,G,IF,61.1,57.0,952,4.47,4.51,2.75
36698,0.34,Ideal,G,IF,61.5,56.0,952,4.52,4.54,2.79
36701,0.43,Ideal,J,IF,62.4,56.0,952,4.87,4.84,3.03
36703,0.32,Premium,G,IF,59.4,60.0,952,4.47,4.45,2.65
36704,0.32,Premium,G,IF,61.0,59.0,952,4.41,4.38,2.68
36710,0.41,Ideal,I,IF,61.1,57.0,953,4.78,4.81,2.93
36723,0.32,Very Good,G,IF,62.4,55.0,954,4.4,4.42,2.75
36726,0.32,Very Good,G,IF,62.9,55.0,954,4.37,4.41,2.76
36727,0.32,Premium,G,IF,59.9,58.0,954,4.42,4.43,2.65
36728,0.32,Very Good,G,IF,61.8,55.0,954,4.39,4.45,2.73
36731,0.32,Premium,G,IF,59.4,59.0,954,4.48,4.51,2.67
36732,0.32,Ideal,G,IF,60.5,57.0,954,4.42,4.44,2.68
36734,0.32,Ideal,G,IF,61.8,55.0,954,4.41,4.43,2.73
36737,0.32,Ideal,G,IF,61.2,57.0,954,4.4,4.43,2.7
36738,0.32,Premium,G,IF,62.0,60.0,954,4.37,4.41,2.72
36740,0.32,Ideal,G,IF,60.9,56.0,954,4.41,4.43,2.69
36775,0.3,Ideal,G,IF,62.0,56.0,956,4.31,4.3,2.67
36800,0.3,Premium,G,IF,60.0,59.0,956,4.34,4.32,2.6
36801,0.3,Premium,G,IF,61.0,62.0,956,4.34,4.32,2.64
36802,0.3,Ideal,G,IF,61.4,57.0,956,4.37,4.33,2.67
36803,0.3,Premium,G,IF,60.2,58.0,956,4.39,4.35,2.63
36804,0.3,Ideal,G,IF,62.1,55.0,956,4.35,4.31,2.69
36805,0.3,Ideal,G,IF,62.8,57.0,956,4.32,4.28,2.7
36806,0.3,Ideal,G,IF,60.9,57.0,956,4.32,4.29,2.62
36807,0.3,Premium,G,IF,61.6,60.0,956,4.32,4.29,2.65
36808,0.3,Ideal,G,IF,61.7,55.0,956,4.34,4.31,2.67
36809,0.3,Ideal,G,IF,62.8,57.0,956,4.3,4.27,2.69
36810,0.3,Ideal,G,IF,62.6,57.0,956,4.32,4.28,2.69
36811,0.3,Premium,G,IF,62.9,58.0,956,4.25,4.21,2.66
36812,0.3,Good,G,IF,63.8,55.0,956,4.28,4.24,2.72
36813,0.3,Ideal,G,IF,63.0,53.0,956,4.3,4.24,2.69
36814,0.3,Very Good,G,IF,63.5,55.0,956,4.28,4.26,2.71
36822,0.33,Very Good,E,IF,61.8,55.0,957,4.47,4.52,2.78
36823,0.3,Very Good,E,IF,61.8,54.0,957,4.34,4.37,2.69
36828,0.33,Ideal,F,IF,62.2,53.0,957,4.46,4.48,2.78
36829,0.33,Ideal,F,IF,61.2,56.0,957,4.48,4.5,2.75
36830,0.3,Ideal,E,IF,61.3,58.0,957,4.28,4.33,2.64
36831,0.3,Ideal,E,IF,61.1,57.0,957,4.31,4.33,2.64
36832,0.3,Ideal,E,IF,61.2,58.0,957,4.31,4.38,2.66
36833,0.3,Ideal,E,IF,62.2,55.0,957,4.32,4.36,2.7
36855,0.31,Very Good,E,IF,61.6,54.0,958,4.38,4.42,2.71
36881,0.32,Ideal,F,IF,61.2,57.0,958,4.44,4.45,2.72
36882,0.31,Ideal,E,IF,62.2,53.0,958,4.35,4.4,2.72
36887,0.35,Ideal,G,IF,60.7,57.0,959,4.59,4.61,2.79
36888,0.35,Ideal,G,IF,60.2,57.0,959,4.6,4.64,2.78
36895,0.33,Ideal,H,IF,61.0,55.0,959,4.5,4.49,2.74
36896,0.33,Ideal,H,IF,60.5,56.0,959,4.54,4.52,2.74
36897,0.33,Ideal,H,IF,60.6,57.0,959,4.51,4.5,2.73
36908,0.42,Ideal,I,IF,62.1,54.0,961,4.82,4.84,3.0
36909,0.42,Ideal,I,IF,61.7,55.0,961,4.83,4.86,2.99
36910,0.42,Ideal,I,IF,62.0,54.0,961,4.82,4.85,3.0
37049,0.32,Premium,E,IF,60.0,61.0,967,4.5,4.46,2.69
37054,0.33,Ideal,G,IF,61.7,58.0,968,4.42,4.46,2.74
37136,0.33,Ideal,F,IF,62.2,53.0,971,4.47,4.5,2.79
37137,0.33,Ideal,F,IF,61.3,55.0,971,4.48,4.49,2.75
37153,0.36,Premium,I,IF,59.9,59.0,972,4.63,4.58,2.76
37198,0.35,Ideal,G,IF,61.8,56.0,974,4.52,4.57,2.81
37202,0.34,Ideal,G,IF,61.2,56.0,974,4.53,4.55,2.78
37203,0.34,Ideal,G,IF,62.1,54.0,974,4.48,4.5,2.79
37204,0.34,Ideal,G,IF,61.4,56.0,974,4.5,4.53,2.77
37205,0.34,Ideal,G,IF,61.9,54.0,974,4.51,4.53,2.8
37206,0.34,Ideal,G,IF,61.5,55.0,974,4.51,4.53,2.78
37207,0.34,Ideal,G,IF,61.0,55.0,974,4.51,4.54,2.76
37208,0.34,Ideal,G,IF,61.3,56.0,974,4.52,4.55,2.78
37209,0.34,Ideal,G,IF,61.9,54.0,974,4.5,4.52,2.79
37210,0.34,Ideal,G,IF,60.9,56.0,974,4.5,4.53,2.75
37211,0.34,Ideal,G,IF,61.9,55.0,974,4.51,4.54,2.8
37212,0.34,Ideal,G,IF,62.2,53.0,974,4.49,4.52,2.8
37213,0.34,Ideal,G,IF,61.6,54.0,974,4.49,4.53,2.78
37214,0.34,Ideal,G,IF,61.3,55.0,974,4.53,4.57,2.79
37215,0.34,Ideal,G,IF,60.7,57.0,974,4.51,4.55,2.75
37255,0.31,Ideal,H,IF,60.8,57.0,977,4.4,4.38,2.67
37258,0.31,Premium,H,IF,60.4,58.0,977,4.43,4.41,2.67
37259,0.31,Premium,F,IF,61.9,58.0,977,4.39,4.36,2.71
37301,0.33,Ideal,F,IF,61.8,56.0,978,4.42,4.46,2.74
37305,0.31,Ideal,F,IF,62.0,56.0,979,4.32,4.36,2.69
37306,0.31,Ideal,F,IF,62.1,56.0,979,4.33,4.36,2.7
37307,0.31,Ideal,F,IF,61.8,54.0,979,4.33,4.37,2.69
37308,0.31,Ideal,F,IF,62.2,56.0,979,4.31,4.34,2.69
37309,0.31,Ideal,F,IF,62.1,55.0,979,4.34,4.35,2.7
37310,0.31,Premium,F,IF,61.5,58.0,979,4.33,4.35,2.67
37318,0.35,Ideal,G,IF,62.6,57.0,979,4.51,4.53,2.82
37319,0.35,Ideal,G,IF,60.2,55.0,979,4.63,4.64,2.79
37320,0.35,Ideal,G,IF,61.2,57.0,979,4.54,4.57,2.79
37321,0.32,Premium,H,IF,61.8,58.0,979,4.39,4.35,2.7
37325,0.36,Ideal,H,IF,60.6,56.0,980,4.64,4.66,2.82
37376,0.4,Ideal,I,IF,62.4,56.0,982,4.7,4.73,2.94
